movieId,title,year,count,mean,bayesian_avg
47,52,Mighty Aphrodite,1995,1767,3.510752688172043,3.475
48,53,Lamerica,1994,27,3.888888888888889,3.204
49,54,"Big Green, The",1995,183,3.07103825136612,3.08
50,55,Georgia,1995,177,3.214689265536723,3.155
51,57,Home for the Holidays,1995,431,3.2749419953596286,3.224
52,58,"Postman, The (Postino, Il)",1994,2273,3.962384513858337,3.904
53,60,"Indian in the Cupboard, The",1995,1312,3.0499237804878048,3.054
54,61,Eye for an Eye,1996,443,3.373589164785553,3.297
55,62,Mr. Holland's Opus,1995,3940,3.773730964467005,3.747
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,459,3.1546840958605666,3.138
57,64,Two if by Sea,1996,394,2.7931472081218276,2.88
58,65,Bio-Dome,1996,1017,2.4714847590953783,2.557
59,66,Lawnmower Man 2: Beyond Cyberspace,1996,430,2.186046511627907,2.435
60,68,French Twist (Gazon maudit),1995,233,3.5257510729613735,3.346
61,69,Friday,1995,806,3.5490074441687347,3.472
62,70,From Dusk Till Dawn,1996,2418,3.2686104218362284,3.257
63,71,Fair Game,1995,208,2.418269230769231,2.714
64,72,Kicking and Screaming,1995,201,3.599502487562189,3.371
65,73,"Misérables, Les",1995,568,3.8318661971830985,3.666
66,74,Bed of Roses,1996,686,3.36734693877551,3.314
67,75,Big Bully,1996,104,2.514423076923077,2.866
68,76,Screamers,1995,641,2.985179407176287,3.007
69,77,Nico Icon,1995,37,3.4864864864864864,3.164
70,78,"Crossing Guard, The",1995,196,3.229591836734694,3.166
71,79,"Juror, The",1996,1126,3.1545293072824157,3.146
72,80,"White Balloon, The (Badkonake sefid)",1995,95,3.642105263157895,3.293
73,81,Things to Do in Denver When You're Dead,1995,545,3.251376146788991,3.214
74,82,Antonia's Line (Antonia),1995,445,4.033707865168539,3.781
75,83,Once Upon a Time... When We Were Colored,1995,103,3.8155339805825244,3.371
76,85,Angels and Insects,1995,501,3.5239520958083834,3.417
77,86,White Squall,1996,770,3.4805194805194803,3.412
78,87,Dunston Checks In,1996,193,2.2746113989637307,2.648
79,88,Black Sheep,1996,1031,3.135305528612997,3.129
80,89,Nick of Time,1995,579,3.14594127806563,3.134
81,92,Mary Reilly,1996,431,2.8851508120649654,2.941
82,93,Vampire in Brooklyn,1995,359,2.5752089136490253,2.736
83,94,Beautiful Girls,1996,721,3.497919556171983,3.423
84,95,Broken Arrow,1996,4367,3.141859400045798,3.14
85,96,In the Bleak Midwinter,1995,93,3.5268817204301075,3.249
86,97,"Hate (Haine, La)",1995,421,3.9299287410926365,3.695
87,99,Heidi Fleiss: Hollywood Madam,1995,141,3.2375886524822697,3.159
88,100,City Hall,1996,771,3.2704280155642023,3.239
89,101,Bottle Rocket,1996,824,3.7942961165048543,3.678
90,102,Mr. Wrong,1996,360,2.5208333333333335,2.698
91,103,Unforgettable,1996,192,3.2942708333333335,3.201
92,104,Happy Gilmore,1996,3554,3.4355655599324706,3.42
93,105,"Bridges of Madison County, The",1995,1908,3.335691823899371,3.316
94,106,Nobody Loves Me (Keiner liebt mich),1994,30,3.683333333333333,3.182
95,107,Muppet Treasure Island,1996,1364,3.151759530791789,3.145
96,108,Catwalk,1996,23,3.130434782608696,3.095
97,110,Braveheart,1995,10654,4.038060822226394,4.024
98,111,Taxi Driver,1976,4988,4.0968323977546115,4.065
99,112,Rumble in the Bronx (Hont faan kui),1995,2280,3.401315789473684,3.381
100,113,Before and After,1996,212,3.108490566037736,3.101
101,116,Anne Frank Remembered,1995,195,3.787179487179487,3.47
102,117,"Young Poisoner's Handbook, The",1995,217,3.587557603686636,3.374
103,118,If Lucy Fell,1996,191,2.9554973821989527,3.018
104,119,"Steal Big, Steal Little",1995,43,2.8255813953488373,3.035
105,121,"Boys of St. Vincent, The",1992,132,3.7386363636363638,3.38
106,122,Boomerang,1992,673,2.8402674591381873,2.889
107,123,Chungking Express (Chung Hing sam lam),1994,442,3.9717194570135748,3.734
108,125,Flirting With Disaster,1996,577,3.7547660311958406,3.608
109,126,"NeverEnding Story III, The",1994,267,2.3202247191011236,2.612
110,128,Jupiter's Wife,1994,13,2.8846153846153846,3.075
111,129,Pie in the Sky,1996,33,3.1818181818181817,3.106
112,132,Jade,1995,388,2.707474226804124,2.821
113,135,Down Periscope,1996,1319,2.9863532979529945,2.998
114,137,Man of the Year,1995,30,3.2,3.107
115,140,Up Close and Personal,1996,1015,3.334975369458128,3.301
116,141,"Birdcage, The",1996,4404,3.485581289736603,3.471
117,144,"Brothers McMullen, The",1995,822,3.457420924574209,3.397
118,145,Bad Boys,1995,2349,3.2315879097488294,3.222
119,146,"Amazing Panda Adventure, The",1995,103,2.970873786407767,3.044
120,147,"Basketball Diaries, The",1995,818,3.5745721271393642,3.494
121,148,"Awfully Big Adventure, An",1995,51,2.980392156862745,3.064
122,149,Amateur,1994,198,3.686868686868687,3.417
123,150,Apollo 13,1995,9445,3.8837480148226575,3.87
124,151,Rob Roy,1995,2310,3.5398268398268398,3.51
125,152,"Addiction, The",1995,123,2.9390243902439024,3.025
126,153,Batman Forever,1995,6454,2.918500154942671,2.923
127,154,Beauty of the Day (Belle de jour),1967,527,3.7466793168880455,3.592
128,155,Beyond Rangoon,1995,237,3.3565400843881856,3.248
129,156,Blue in the Face,1995,283,3.604240282685512,3.416
130,157,Canadian Bacon,1995,464,2.7392241379310347,2.831
131,158,Casper,1995,2592,2.9033564814814814,2.914
132,159,Clockers,1995,422,3.43957345971564,3.342
133,160,Congo,1995,2703,2.6372549019607843,2.663
134,161,Crimson Tide,1995,4473,3.7543035993740217,3.731
135,162,Crumb,1994,1068,3.9461610486891385,3.833
136,163,Desperado,1995,2820,3.448581560283688,3.429
137,164,Devil in a Blue Dress,1995,766,3.4693211488250655,3.403
138,165,Die Hard: With a Vengeance,1995,6770,3.4775480059084196,3.468
139,166,"Doom Generation, The",1995,116,3.038793103448276,3.069
140,168,First Knight,1995,2336,3.087328767123288,3.088
141,169,Free Willy 2: The Adventure Home,1995,676,2.337278106508876,2.484
142,170,Hackers,1995,1595,3.1978056426332286,3.188
143,171,Jeffrey,1995,230,3.6739130434782608,3.432
144,172,Johnny Mnemonic,1995,2451,2.750713994288046,2.772
145,173,Judge Dredd,1995,2749,2.518552200800291,2.551
146,174,Jury Duty,1995,394,2.487309644670051,2.664
147,175,Kids,1995,968,3.5154958677685952,3.454
148,176,Living in Oblivion,1995,390,3.9076923076923076,3.667
149,177,Lord of Illusions,1995,402,2.8893034825870645,2.947
150,178,Love & Human Remains,1993,102,3.519607843137255,3.255
151,179,Mad Love,1995,215,2.8069767441860467,2.929
152,180,Mallrats,1995,1605,3.6115264797507787,3.563
153,181,Mighty Morphin Power Rangers: The Movie,1995,539,2.0324675324675323,2.278
154,183,Mute Witness,1994,102,3.2794117647058822,3.163
155,184,Nadja,1994,53,3.0754716981132075,3.087
156,185,"Net, The",1995,4510,3.1290465631929045,3.128
157,186,Nine Months,1995,2201,2.915947296683326,2.928
158,187,Party Girl,1995,180,3.4916666666666667,3.301
159,188,"Prophecy, The",1995,433,3.3036951501154737,3.245
160,189,Reckless,1995,54,2.935185185185185,3.052
161,190,Safe,1995,151,3.4172185430463577,3.247
162,191,"Scarlet Letter, The",1995,315,2.6476190476190475,2.799
163,193,Showgirls,1995,1511,2.2653871608206484,2.346
164,194,Smoke,1995,1063,3.8386641580432737,3.739
165,195,Something to Talk About,1995,597,3.0686767169179228,3.073
166,196,Species,1995,2547,2.8311739301138594,2.847
167,198,Strange Days,1995,1667,3.4502099580083985,3.418
168,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,246,3.6890243902439024,3.45
169,201,Three Wishes,1995,71,3.0774647887323945,3.086
170,202,Total Eclipse,1995,74,3.2162162162162162,3.13
171,203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,1031,3.162463627546072,3.153
172,204,Under Siege 2: Dark Territory,1995,1556,2.9248071979434447,2.941
173,205,Unstrung Heroes,1995,234,3.5042735042735043,3.334
174,206,Unzipped,1995,172,3.4651162790697674,3.283
175,207,"Walk in the Clouds, A",1995,1069,3.350795135640786,3.316
176,208,Waterworld,1995,5086,2.84821077467558,2.856
177,209,White Man's Burden,1995,146,2.9452054794520546,3.022
178,210,Wild Bill,1995,87,2.8908045977011496,3.021
179,211,"Browning Version, The",1994,98,3.510204081632653,3.248
180,212,Bushwhacked,1995,85,2.723529411764706,2.965
181,213,Burnt by the Sun (Utomlyonnye solntsem),1994,353,4.045325779036827,3.743
182,214,Before the Rain (Pred dozhdot),1994,152,4.032894736842105,3.545
183,215,Before Sunrise,1995,1070,3.8098130841121494,3.715
184,216,Billy Madison,1995,1717,3.3016889924286548,3.283
185,217,"Babysitter, The",1995,190,2.8342105263157893,2.953
186,218,Boys on the Side,1995,771,3.2639429312581063,3.234
187,219,"Cure, The",1995,99,3.8585858585858586,3.38
188,220,Castle Freak,1995,41,2.4634146341463414,2.964
189,222,Circle of Friends,1995,1084,3.541512915129151,3.482
190,223,Clerks,1994,4348,3.8781048758049677,3.85
191,224,Don Juan DeMarco,1995,1611,3.4509621353196773,3.418
192,225,Disclosure,1994,2306,3.3046400693842153,3.29
193,227,Drop Zone,1994,870,3.1051724137931034,3.103
194,228,Destiny Turns on the Radio,1995,79,2.670886075949367,2.953
195,229,Death and the Maiden,1994,412,3.5024271844660193,3.386
196,230,Dolores Claiborne,1995,1313,3.548743335872049,3.498
197,231,Dumb & Dumber (Dumb and Dumber),1994,6193,2.950670111416115,2.954
198,232,Eat Drink Man Woman (Yin shi nan nu),1994,1097,4.014129443938013,3.895
199,233,Exotica,1994,603,3.5348258706467663,3.44
200,234,Exit to Eden,1994,636,2.6627358490566038,2.75
201,235,Ed Wood,1994,2983,3.6535367080120684,3.624
202,236,French Kiss,1995,2278,3.3160667251975418,3.301
203,237,Forget Paris,1995,1205,3.250207468879668,3.231
204,238,Far From Home: The Adventures of Yellow Dog,1995,161,3.0527950310559007,3.072
205,239,"Goofy Movie, A",1995,697,3.0911047345767577,3.091
206,240,Hideaway,1995,150,3.0233333333333334,3.058
207,241,Fluke,1995,96,2.8125,2.987
208,242,Farinelli: il castrato,1994,178,3.216292134831461,3.156
209,243,Gordy,1995,82,2.5121951219512195,2.897
210,246,Hoop Dreams,1994,1931,3.9826514759192126,3.913
211,247,Heavenly Creatures,1994,1375,3.796,3.721
212,248,Houseguest,1994,558,3.009856630824373,3.028
213,249,Immortal Beloved,1994,915,3.6557377049180326,3.57
214,250,Heavyweights (Heavy Weights),1995,177,2.9717514124293785,3.029
215,251,"Hunted, The",1995,83,2.963855421686747,3.048
216,252,I.Q.,1994,1960,3.2198979591836734,3.21
217,253,Interview with the Vampire: The Vampire Chronicles,1994,5082,3.495966155057064,3.483
218,254,Jefferson in Paris,1995,109,2.770642201834862,2.962
219,255,"Jerky Boys, The",1995,197,2.3299492385786804,2.674
220,256,Junior,1994,1955,2.6877237851662406,2.719
221,257,Just Cause,1995,688,3.425872093023256,3.362
222,258,"Kid in King Arthur's Court, A",1995,352,2.6235795454545454,2.771
223,259,Kiss of Death,1995,361,3.0678670360110805,3.075
224,260,Star Wars: Episode IV - A New Hope,1977,11565,4.161738002594034,4.147
225,261,Little Women,1994,2018,3.5777998017839443,3.541
226,262,"Little Princess, A",1995,867,3.756632064590542,3.651
227,263,Ladybird Ladybird,1994,63,3.9126984126984126,3.319
228,265,Like Water for Chocolate (Como agua para chocolate),1992,2162,3.9024051803885293,3.845
229,266,Legends of the Fall,1994,3061,3.483502123489056,3.464
230,267,Major Payne,1995,752,2.896276595744681,2.931
231,269,My Crazy Life (Mi vida loca),1993,113,3.4469026548672566,3.236
232,270,Love Affair,1994,234,3.22008547008547,3.167
233,271,Losing Isaiah,1995,236,3.419491525423729,3.285
234,272,"Madness of King George, The",1994,1399,3.6887062187276625,3.626
235,273,Mary Shelley's Frankenstein (Frankenstein),1994,1461,3.1071184120465434,3.105
236,274,Man of the House,1995,217,2.97926267281106,3.027
237,275,Mixed Nuts,1994,273,2.6996336996337,2.846
238,276,Milk Money,1994,1007,3.009930486593843,3.021
239,277,Miracle on 34th Street,1994,1976,3.3922064777327936,3.369
240,278,Miami Rhapsody,1995,203,2.9408866995073892,3.007
241,279,My Family,1995,171,3.7222222222222223,3.414
242,280,Murder in the First,1995,882,3.693877551020408,3.6
243,281,Nobody's Fool,1994,699,3.619456366237482,3.519
244,282,Nell,1994,2157,3.4174779786740843,3.394
245,283,New Jersey Drive,1995,54,3.2314814814814814,3.125
246,284,New York Cop (Nyû Yôku no koppu),1993,14,3.0,3.083
247,285,Beyond Bedlam,1993,11,2.5454545454545454,3.056
248,287,Nina Takes a Lover,1994,45,3.411111111111111,3.16
249,288,Natural Born Killers,1994,4370,3.2382151029748285,3.233
250,289,Only You,1994,608,3.364309210526316,3.306
251,290,Once Were Warriors,1994,755,3.967549668874172,3.812
252,291,Poison Ivy II,1996,125,2.256,2.728
253,292,Outbreak,1995,4869,3.4247278701992196,3.414
254,293,Léon: The Professional (a.k.a. The Professional) (Léon),1994,5182,4.060208413739868,4.031
255,294,"Perez Family, The",1995,136,3.1544117647058822,3.119
256,295,"Pyromaniac's Love Story, A",1995,76,2.8815789473684212,3.024
257,296,Pulp Fiction,1994,13669,4.16387446045797,4.151
258,298,Pushing Hands (Tui shou),1992,42,3.6547619047619047,3.206
259,299,Priest,1994,465,3.6806451612903226,3.527
260,300,Quiz Show,1994,3678,3.657830342577488,3.634
261,301,Picture Bride (Bijo photo),1994,80,3.58125,3.252
262,302,"Queen Margot (Reine Margot, La)",1994,283,3.6678445229681977,3.457
263,303,"Quick and the Dead, The",1995,1325,3.023396226415094,3.031
264,304,Roommates,1995,114,3.1008771929824563,3.095
265,305,Ready to Wear (Pret-A-Porter),1994,601,2.7121464226289516,2.793
266,306,Three Colors: Red (Trois couleurs: Rouge),1994,1423,4.020028109627548,3.924
267,307,Three Colors: Blue (Trois couleurs: Bleu),1993,1300,3.9269230769230767,3.834
268,308,Three Colors: White (Trzy kolory: Bialy),1994,1016,3.8858267716535435,3.776
269,310,Rent-a-Kid,1995,41,2.8780487804878048,3.048
270,311,Relative Fear,1994,13,2.576923076923077,3.052
271,312,Stuart Saves His Family,1995,253,2.541501976284585,2.757
272,313,"Swan Princess, The",1994,235,2.976595744680851,3.023
273,314,"Secret of Roan Inish, The",1994,733,3.8458390177353343,3.708
274,315,"Specialist, The",1994,2213,2.8924536827835516,2.906
275,316,Stargate,1994,6056,3.3551023778071336,3.348
276,317,"Santa Clause, The",1994,3051,3.1786299573910193,3.174
277,318,"Shawshank Redemption, The",1994,13423,4.442002532965805,4.426
278,319,Shallow Grave,1994,1329,3.708803611738149,3.641
279,320,Suture,1993,51,3.3529411764705883,3.153
280,321,Strawberry and Chocolate (Fresa y chocolate),1993,161,3.6801242236024843,3.383
281,322,Swimming with Sharks,1995,491,3.6965376782077395,3.545
282,324,"Sum of Us, The",1994,76,3.585526315789474,3.248
283,325,National Lampoon's Senior Trip,1995,192,2.6536458333333335,2.854
284,326,To Live (Huozhe),1994,240,3.9895833333333335,3.626
285,327,Tank Girl,1995,1438,2.7889429763560503,2.82
286,328,Tales from the Crypt Presents: Demon Knight,1995,407,3.1584766584766584,3.139
287,329,Star Trek: Generations,1994,5114,3.3486507626124364,3.341
288,330,Tales from the Hood,1995,266,2.774436090225564,2.895
289,331,Tom & Viv,1994,96,3.3645833333333335,3.192
290,332,Village of the Damned,1995,365,2.787671232876712,2.881
291,333,Tommy Boy,1995,2143,3.3910405972935136,3.37
292,334,Vanya on 42nd Street,1994,255,3.803921568627451,3.526
293,335,Underneath,1995,64,3.1796875,3.115
294,336,"Walking Dead, The",1995,56,2.857142857142857,3.031
295,337,What's Eating Gilbert Grape,1993,3241,3.769515581610614,3.737
296,338,Virtuosity,1995,837,3.0029868578255674,3.017
297,339,While You Were Sleeping,1995,4340,3.524193548387097,3.508
298,340,"War, The",1994,232,3.3685344827586206,3.254
299,341,Double Happiness,1994,72,3.5694444444444446,3.237
300,342,Muriel's Wedding,1994,2303,3.460269214068606,3.436
301,343,"Baby-Sitters Club, The",1995,173,2.621387283236994,2.849
302,344,Ace Ventura: Pet Detective,1994,7479,2.9620938628158844,2.965
303,345,"Adventures of Priscilla, Queen of the Desert, The",1994,1967,3.638027452974072,3.596
304,346,Backbeat,1993,191,3.426701570680628,3.272
305,347,Bitter Moon,1992,274,3.2883211678832116,3.214
306,348,Bullets Over Broadway,1994,1435,3.693031358885017,3.632
307,349,Clear and Present Danger,1994,5811,3.6785406986749267,3.662
308,350,"Client, The",1994,2866,3.4762735519888346,3.455
309,351,"Corrina, Corrina",1994,680,3.2948529411764707,3.255
310,352,Crooklyn,1994,225,3.2311111111111113,3.172
311,353,"Crow, The",1994,2995,3.5070116861435725,3.485
312,354,Cobb,1994,209,3.0861244019138754,3.088
313,355,"Flintstones, The",1994,2033,2.4414658140678798,2.49
314,356,Forrest Gump,1994,14041,4.051527668969447,4.04
315,357,Four Weddings and a Funeral,1994,5043,3.6393020027761254,3.622
316,358,Higher Learning,1995,390,3.2846153846153845,3.227
317,359,I Like It Like That,1994,42,3.5238095238095237,3.179
318,360,I Love Trouble,1994,391,2.7301790281329925,2.836
319,361,It Could Happen to You,1994,960,3.338020833333333,3.302
320,362,"Jungle Book, The",1994,1607,3.3755444928438085,3.349
321,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",1993,89,3.865168539325843,3.364
322,364,"Lion King, The",1994,7235,3.800898410504492,3.785
323,365,Little Buddha,1993,318,3.161949685534591,3.138
324,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",1994,454,2.9702643171806167,3.002
325,367,"Mask, The",1994,6262,3.187160651549026,3.185
326,368,Maverick,1994,3148,3.394695044472681,3.38
327,369,Mrs. Parker and the Vicious Circle,1994,192,3.4244791666666665,3.271
328,370,Naked Gun 33 1/3: The Final Insult,1994,2767,2.962775569208529,2.97
329,371,"Paper, The",1994,757,3.287978863936592,3.253
330,372,Reality Bites,1994,1560,3.229807692307692,3.217
331,373,Red Rock West,1992,580,3.7758620689655173,3.625
332,374,Richie Rich,1994,988,2.451417004048583,2.542
333,376,"River Wild, The",1994,2279,3.303203159280386,3.289
334,377,Speed,1994,7536,3.4972797239915074,3.489
335,378,Speechless,1994,423,3.137115839243499,3.124
336,379,Timecop,1994,1074,2.758845437616387,2.803
337,380,True Lies,1994,8418,3.490674744594916,3.483
338,381,When a Man Loves a Woman,1994,977,3.4626407369498464,3.409
339,382,Wolf,1994,1031,3.0805043646944714,3.082
340,383,Wyatt Earp,1994,965,3.1658031088082903,3.155
341,384,Bad Company,1995,149,3.01006711409396,3.052
342,385,"Man of No Importance, A",1994,26,3.6346153846153846,3.165
343,386,S.F.W.,1994,62,2.903225806451613,3.039
344,387,"Low Down Dirty Shame, A",1994,125,2.58,2.869
345,388,Boys Life,1995,93,3.456989247311828,3.223
346,389,"Colonel Chabert, Le",1994,35,3.442857142857143,3.153
347,390,Faster Pussycat! Kill! Kill!,1965,147,3.3435374149659864,3.21
348,391,Jason's Lyric,1994,82,3.182926829268293,3.121
349,393,Street Fighter,1994,419,1.892601431980907,2.228
350,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),1994,660,2.434848484848485,2.565
351,406,Federal Hill,1994,16,3.15625,3.096
352,407,In the Mouth of Madness,1995,325,3.1276923076923078,3.115
353,408,8 Seconds,1994,116,3.2241379310344827,3.146
354,409,Above the Rim,1994,93,2.9301075268817205,3.032
355,410,Addams Family Values,1993,3417,2.9942932396839335,2.999
356,412,"Age of Innocence, The",1993,833,3.581032412965186,3.501
357,413,Airheads,1994,1178,2.892190152801358,2.916
358,414,"Air Up There, The",1994,180,2.588888888888889,2.827
359,415,Another Stakeout,1993,560,2.799107142857143,2.865
360,416,Bad Girls,1994,317,2.824921135646688,2.915
361,417,Barcelona,1994,576,3.5355902777777777,3.437
362,418,Being Human,1993,126,2.507936507936508,2.837
363,419,"Beverly Hillbillies, The",1993,874,2.4994279176201375,2.592
364,420,Beverly Hills Cop III,1994,2744,2.7441690962099123,2.764
365,421,Black Beauty,1994,335,3.3298507462686566,3.251
366,422,Blink,1994,267,3.215355805243446,3.168
367,423,Blown Away,1994,399,2.9837092731829573,3.015
368,424,Blue Chips,1994,144,2.7222222222222223,2.918
369,425,Blue Sky,1994,169,3.5207100591715976,3.309
370,426,Body Snatchers,1993,601,3.122296173044925,3.115
371,427,Boxing Helena,1993,609,2.5591133004926108,2.671
372,428,"Bronx Tale, A",1993,942,3.8073248407643314,3.701
373,429,Cabin Boy,1994,277,2.296028880866426,2.59
374,430,Calendar Girl,1993,43,2.2906976744186047,2.923
375,431,Carlito's Way,1993,1708,3.6469555035128804,3.598
376,432,City Slickers II: The Legend of Curly's Gold,1994,2428,2.7331136738056014,2.756
377,433,Clean Slate,1994,230,2.9391304347826086,3.002
378,434,Cliffhanger,1993,4680,3.08974358974359,3.09
379,435,Coneheads,1993,2650,2.590377358490566,2.619
380,436,Color of Night,1994,227,2.513215859030837,2.755
381,437,Cops and Robbersons,1994,308,2.594155844155844,2.766
382,438,"Cowboy Way, The",1994,172,2.738372093023256,2.91
383,440,Dave,1993,3445,3.608708272859216,3.585
384,441,Dazed and Confused,1993,1606,3.708904109589041,3.652
385,442,Demolition Man,1993,3415,3.034260614934114,3.037
386,444,Even Cowgirls Get the Blues,1993,231,2.4956709956709955,2.742
387,445,Fatal Instinct,1993,373,2.9101876675603218,2.965
388,446,Farewell My Concubine (Ba wang bie ji),1993,693,3.8946608946608947,3.741
389,448,Fearless,1993,565,3.5168141592920352,3.421
390,449,Fear of a Black Hat,1994,132,3.477272727272727,3.263
391,450,With Honors,1994,536,3.3367537313432836,3.279
392,451,Flesh and Bone,1993,121,3.0661157024793386,3.08
393,452,Widows' Peak,1994,204,3.485294117647059,3.31
394,453,For Love or Money,1993,161,3.18944099378882,3.14
395,454,"Firm, The",1993,4612,3.509973980919341,3.496
396,455,Free Willy,1993,1705,2.640175953079179,2.679
397,456,Fresh,1994,154,3.75,3.411
398,457,"Fugitive, The",1993,9468,3.9873257287705957,3.972
399,458,Geronimo: An American Legend,1993,183,3.087431693989071,3.089
400,459,"Getaway, The",1994,202,2.745049504950495,2.899
401,460,Getting Even with Dad,1994,175,2.5142857142857142,2.792
402,461,Go Fish,1994,149,3.402684563758389,3.239
403,464,Hard Target,1993,570,2.914035087719298,2.953
404,466,Hot Shots! Part Deux,1993,2601,2.9158016147635526,2.926
405,467,Live Nude Girls,1995,150,3.62,3.344
406,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1995,1357,3.3264554163596167,3.301
407,469,"House of the Spirits, The",1993,233,3.2467811158798283,3.182
408,470,House Party 3,1994,88,2.2045454545454546,2.78
409,471,"Hudsucker Proxy, The",1994,2120,3.622877358490566,3.585
410,472,I'll Do Anything,1994,143,2.8776223776223775,2.991
411,473,In the Army Now,1994,273,2.3534798534798536,2.629
412,474,In the Line of Fire,1993,3407,3.7292339301438218,3.7
413,475,In the Name of the Father,1993,1756,3.896640091116173,3.828
414,476,"Inkwell, The",1994,38,3.026315789473684,3.078
415,477,What's Love Got to Do with It?,1993,823,3.5382746051032807,3.464
416,478,Jimmy Hollywood,1994,57,2.43859649122807,2.922
417,479,Judgment Night,1993,219,2.872146118721461,2.965
418,480,Jurassic Park,1993,12042,3.6483972761999666,3.641
419,481,Kalifornia,1993,1024,3.34521484375,3.31
420,482,Killing Zoe,1994,471,3.432059447983015,3.344
421,484,Lassie,1994,153,2.656862745098039,2.881
422,485,Last Action Hero,1993,2608,2.7969708588957056,2.814
423,486,Life with Mikey,1993,90,2.761111111111111,2.973
424,487,Lightning Jack,1994,121,2.5785123966942147,2.872
425,488,M. Butterfly,1993,98,3.3316326530612246,3.181
426,489,Made in America,1993,568,2.7764084507042255,2.846
427,490,Malice,1993,562,3.346085409252669,3.289
428,491,"Man Without a Face, The",1993,1034,3.4240812379110253,3.379
429,492,Manhattan Murder Mystery,1993,543,3.6279926335174952,3.504
430,493,Menace II Society,1993,703,3.6173541963015645,3.518
431,494,Executive Decision,1996,2519,3.3928146089718143,3.374
432,495,In the Realm of the Senses (Ai no corrida),1976,116,3.521551724137931,3.27
433,496,What Happened Was...,1994,76,3.776315789473684,3.308
434,497,Much Ado About Nothing,1993,2619,3.8776250477281407,3.831
435,499,Mr. Wonderful,1993,74,2.8783783783783785,3.024
436,500,Mrs. Doubtfire,1993,6220,3.407636655948553,3.4
437,501,Naked,1993,338,3.8801775147928996,3.623
438,502,"Next Karate Kid, The",1994,728,2.308379120879121,2.452
439,504,No Escape,1994,215,2.8767441860465115,2.969
440,505,North,1994,245,2.522448979591837,2.749
